id,line_text,speaker,word count
11260,"It's a blessing in disguise. Actually, not even in disguise. Sometimes at home, I answer the phone, 'Dunder-Mifflin, this is Pam.' So, maybe that'll stop now.",pam,26
11265,Darryl. Noble Darryl. [sighs],michael,4
11267,"I know, I know. Well, I'll land on my feet. Don't worry about me.",michael,14
11269,"So, you'll be okay too. You're a warrior. You're smart, capable. You'll find something else and...",michael,16
11271,Awesome.,michael,1
11272,This is my house. The CFO is taking away my house and giving it to Josh. And Josh is giving the garage to Bob Vance.,michael,25
11273,"All right, listen up. Some of you may have heard some rumors about the branch closing. But, I am not going to take this lying down. I have a plan and I am going to save our jobs. So just hang in there. [Looks at  Dwight] Let's go.",michael,49
11274,Yes!,dwight,1
11275,"Oh, good... you're bringing Dwight.",pam,5
11276,Yes. This might get ugly. I need backup.,michael,8
11277,What's the plan?,dwight,3
11278,"Go to New York, confront the CFO, show him he's making a mistake... save the branch.",michael,16
11279,Can I drive?,dwight,3
11280,No... way.,michael,2
11281,Shotgun!,dwight,1
11282,No. There's no one else.,michael,5
11283,Still.,dwight,1
11284,"Thank you very much. [hangs up cell phone] Okay, secretary says Wallace is away for the day and won't be coming back into the office.",dwight,25
11285,"Okay, okay. Um...",michael,3
11286,"But, do not worry. I have his home address right [presses cell phone button] here.",dwight,15
11287,Why?,michael,1
11288,Christmas card list.,dwight,3
11289,You sent him cards? You never met him.,michael,8
11290,"But when I do, we'll have something to talk about.",dwight,10
11291,"Hey, do you have a second?",jim,6
11293,"I know it's not definite or whatever, but uh, do you know who's coming over here from Scranton?",jim,18
11295,"Okay, so is it like sales or... accountants?",jim,8
11297,What does that mean?,jim,4
11317,"Say what you will about Michael Scott, but he would never do that.",jim,13
11318,"So, do you know what you're gonna say when he shows up?",dwight,12
11319,I will improvise. I will speak from the heart.,michael,9
11320,"No. Bad idea. You need an attack plan. Here, I'll be him, you be you. Let's practice.",dwight,17
11321,All right.,michael,2
11322,"[as David Wallace] Dum, dum, dum, dum... coming home from work.",dwight,11
11324,Yes? What is the meaning of this?,dwight,7
11325,Can you tell us why you are shutting down Scranton and putting 15 people out of work?,michael,17
11326,"Well, the branch is no longer finicially viable. It's simple dollars and cents.",dwight,13
11327,"Yes, but these are employees, Sir. These are human beings.",michael,10
11328,"Listen, Scott... we're losing money, okay? It's not a charity; it's a business. And it's a dying business.",dwight,18
11329,"[no longer talking to Dwight as Wallace] Stop... stop it! Just, okay. He's not going to say any of that.",michael,20
11330,"[as himself] Whoa hey, why not?",dwight,6
11331,"Because he'd be intimidated and I, just... let's start again. Just be more scared of me, okay?",michael,17
11332,Okay.,dwight,1
11333,Don't touch me this time.,michael,5
11334,"[as David Wallace] Dum, dum, dum, du, doy, du, do... coming home from work...",dwight,14
11335,"Excuse me, Mr. Wallace?",michael,4
11336,[frightened] Uh!,dwight,2
11338,Wow.,jim,1
11340,Thank you.,jim,2
11342,"No, it's just I'm not sure if I um... well to be quite honest with you, Jan, I have a few unpleasant memories of Scranton. And um...",jim,27
11344,"No. No, no. Just um... some personal stuff. And I'm not really ready to revist that, I don't think.",jim,19
11346,Okay.,jim,1
11359,"Ah. [takes a gulp of Gatorade and passes the bottle to Michael] Here, replinish your fluids.",dwight,16
11360,[takes bottle and cleans off cap with his tie],michael,9
11362,He's not here. I don't know where he is.,pam,9
11369,Is it because of Michael? Did he actually do something?,pam,10
11371,"Sure, uh, Jan... um, do you know, is anyone coming back to Scranton?",pam,13
11373,Coming to Scranton. Is anyone coming to Scranton?,pam,8
11375,[referring to Michael's ringing phone] who is it?,dwight,8
11376,The office.,michael,2
11377,Gonna get it?,dwight,3
11378,"No, not until I have some good news for them. Not until I have some good news.",michael,17
11379,I guess some new people might be coming from Stamford. Should be fun. New blood.,pam,15
11381,"That's, um... I hadn't thought about it, huh.",pam,8
11383,"Yeah, that might be weird. Overall though, we still all have our jobs... so, good news, right?",pam,17
11387,I really don't know.  How you doing with all this?,jim,11
11389,You'd actually move to Scranton?,jim,5
11391,New York City is 45 minutes down the road from here. And you wanna  move to Scranton? I dunno. If I were you I'd move to New York?,jim,29
11394,"[after screaming and throwing papers around in the kitchen] What's up, Josh?",andy,12
11396,"Thanks, man. You, too. Totally.",andy,5
11397,Anything?,michael,1
11398,Nothing. [puts down binoculars],dwight,4
11399,What if this doesn't work? What is the office actually goes under?,michael,12
11400,Then it was an honor to have worked with you.,dwight,10
11401,"[pats Dwight and sighs] All right, favorite moments in Dunder-Mifflin history. Go.",michael,12
11402,My first day when you hazed me by spraying me with a fire extinguisher.,dwight,14
11403,That was hilarious. The foam ...,michael,6
11404,"Uh,... my first sale, my promotion to assistant regional manager, our basketball game, when you took me to the hospital, and told me that you cared about me.",dwight,28
11405,"Oh, right. Okay, that's enough. That's good.",michael,7
11406,What were your favorite moments?,dwight,5
11407,"Oh, hmm, all of them. I loved them all. Every single one.",michael,12
11408,What about when Jan said the branch was closing?,dwight,9
11409,"God, Dwight!",michael,2
11410,"Well, it doesn't...",dwight,3
11412,"No thanks, guys.",pam,3
11414,Have fun though.,pam,3
11417,Really? Where did you hear that?,pam,6
11423,Okay.,pam,1
11425,Yeah.,pam,1
11427,"Yeah, me too.",pam,3
11428,"Maybe this is good. Finding another job is a pain. There's another annoying boss, another desk, I'd have to learn everything all over again. So, there are reasons to stay.",pam,30
11429,"Hey, um, I think I am gonna take that job. And Scranton... it's not that bad. So, if they offer you a job there, I think you should take it.",jim,30
11431,Okay.,jim,1
11433,What are we still doing here? It's over. Let's go home. Get the car.,michael,14
11434,[picks up his beeping cell phone],dwight,6
11435,"Oh, this was such a stupid idea! This was so stupid. I am such a stupid idiot. I let everybody down. Everybody hates me. I lost everybody's jobs. Nobody likes me anymore!",michael,32
11436,[on the phone] Oh my God!,dwight,6
11437,What?!,michael,1
11438,"Stranford is closed! Michael, we're not closed. Stamford is closed. Stamford is closed.",dwight,13
11439,We did it? We did it.,michael,6
11440,We did it!,dwight,3
11442,Right here! Right here! [pounds his chest against Dwight's],michael,9
11444,"Yeah, baby!",michael,2
11445,In your face!,dwight,3
11446,We did it!,michael,3
11447,"Oh, man.",dwight,2
11448,How did we do it?,michael,5
11449,I don't ... have no idea.,dwight,6
11450,I don't understand.,michael,3
11452,The Stamford branch is closing and everybody's just packing up their stuff. Andy Bernard made these tasteful hats.,jim,18
11453,"[to office worker] That's the other thing you got to watch out...  [to Jim] Yo! Tuna! I wanna talk to you about this new boss, Michael Scott.",andy,28
11454,Yeah.,jim,1
11455,So what's he like? Likes? Dislikes? Favorite sports? Favorite movies? Favorite men's magazines?,andy,13
11456,You know what? I think you just need to meet him.,jim,11
11457,"Playing your cards close to the vest. I get it. Good luck over there, Tuna. Cross me and I will destroy you.",andy,22
11458,Sounds good Andy.,jim,3
11460,"Yes. This is going to be very interesting. All right, I'm out of here. See you later?",jim,17
11462,What?,andy,1
11463,Hey!,pam,1
11465,How'd the run go?,pam,4
11467,That's great!,pam,2
11468,"Psh, why is that great?",dwight,5
11469,Because he accomplished something.,pam,4
11470,What was your mile time?,dwight,5
11472,[scoffs] I could beat that on a skateboard.,dwight,8
11474,"Yeah, well my feet don't. And I can still crush that time.",dwight,12
11475,"Really, Dwight? How fast are you?",pam,6
11476,Let's just put it this way. Last weekend I outran a black pepper snake.,dwight,14
11477,Really?,pam,1
11478,I am fast. To give you a reference point. I'm somewhere between a snake and a mongoose. And a panther.,dwight,20
11479,"Man, what is taking Toby so long?",dwight,7
11480,"Oh, I'll just time him later.",pam,6
11481,And you'll compare the times?,dwight,5
11482,Yeah. Are you ready?,pam,4
11483,"No, my groin...",dwight,3
11484,Set,pam,1
11485,...is really tight.,dwight,3
11486,Go!,pam,1
11487,I can't... [starts running],dwight,4
11489,Aaaaah!,dwight,1
11490,I should probably get back to work.,pam,7
11491,Here... Who's here?,michael,3
11492,Nametag?,dwight,1
11493,"Yes, please.",michael,2
11494,Karen Filippelli.,dwight,2
11495,Karen Filip... [In Italian voice] Ka-ren Fili-pell-li.,michael,7
11496,Probably Italian. Possibly Filipino.,dwight,4
11497,Okay.,michael,1
11498,"My branch is absorbing the Stamford branch. Or, as I like to put it, my family is doubling in size. That's all I'm going to say about it because I have a gigantic performance ahead of me. And I have to get into my head and focus. [exhales]",michael,48
11499,Who's next?,michael,2
11500,That's Andy Bernard.,dwight,3
11501,Andy Bernard.,michael,2
11502,If I were you...,dwight,4
11503,Saint Bernard.,michael,2
11504,...I would fire Anthony Gardner...,dwight,5
11505,What?,michael,1
11506,...before noon...,dwight,2
11507,I'm not...,michael,2
11508,...to consolidate power.,dwight,3
11509,I'm not firing somebody on the first day.,michael,8
11510,"No, no, no! Not somebody. Gardner.",dwight,6
11511,The Japanese camp guards of World War II always chose one man to kill whenever a batch of new prisoners arrived. I always wondered how they chose the man who was to die. I think I would have been good at choosing the person.,dwight,44
11512,Good morning!,pam,2
11513,"Got the food? Good! Looky-looky-looky. What I want you to do... set it up in the conference room, please. Make it look nice. As if you are trying to impress a much older man who's way out of your league.",michael,40
11514,Okay.,pam,1
11515,"Yes! I'm in a good mood today! I'm excited to meet all the new people and to see my old friend again, definitely. That's always a thing that makes people happy... to have an old friend back.",pam,37
11517,Ah! Ding-ding-ding-ding-ding. Our first arrival. Welcome to Scranton. This is Hannah Smoterich-Barr.,michael,12
11518,Hannah Smoterich-Barr.,dwight,2
11519,Welcome to our humble abode. Follow me to your desk. Your ball and chain is right over here.,michael,18
11520,"You know for a lot of these people this is the only family they have. So...  As far as I'm concerned, [holds up WORLD'S BEST BOSS mug] this says 'World's Best Dad'.",michael,33
11521,Ah! There he is Tony... what's your last name?,michael,9
11523,Gardner! I knew that. There you go. Gift bag... for you. [laughs] Okay.,michael,13
11526,"Well, they're just for guests. If there are any left over, you can buy one later.",michael,16
11528,"Wh..and coupons... to various hot spots around Scranton. [to Tony] All right! Let me show you to your area, sir. Come on, big guy.",michael,24
11531,Hi!,pam,1
11533,I'm Pam.,pam,2
11535,"Oh, thanks. My Mom made it for me.",pam,8
11537,Welcome.,michael,1
11539,"Welcome, welcome, welcome! [in robot voice] Take me to your leader. Oh wait, I am your leader.",michael,17
11541,"Mmm... dah. I am actually your boss, Michael Scott. Welcome. Wow! You are very exotic looking. Was your dad a G.I. or uh?",michael,23
11542,"I'll be the Number Two guy here in Scranton in six weeks. How? Name repetition, personality mirroring, and never breaking off a handshake. I'm always thinking one step ahead. Like a carpenter that makes stairs.",andy,35
11543,Hello.,andy,1
11544,Ah! You must be Andy Bernard. Aloha and welcome!,michael,9
11545,And you must be Michael Scott. Aloha and... hello.,andy,9
11546,"A-ha-ha-ho. Very good! Welcome to our little kingdom. Ah, we have a bag of nifty gifties for you.",michael,18
11547,"Michael, thank you for welcoming me to your little kingdom, Mike.",andy,11
11548,Oh.,michael,1
11549,Nifty!,andy,1
11550,They are nifty! They're nifty gifties.,michael,6
11551,You know who I really like? Is this guy Andy Bernard. He has got this very likable way about him.,michael,20
11553,Right.,jim,1
11554,"[to Jim] No way. Get him out of here. We don't want any of this kind in here. Good to see you, man.",michael,23
11555,Okay.,jim,1
11556,"[to Martin] How are you? Martin Nash, I presume? This is a little gift bag for you.",michael,17
11558,"Free of charge. Follow me, I will show you where all the slaves work. [shakes head] Not... so, your desk is...",michael,21
11559,"Hi, I'm Jim. I'm new here.",jim,6
11560,Oh my god! It's really you!,pam,6
11561,"Yeah, I was just doing a little joke there about how we'd never met...",jim,14
11562,I know. I don't care.,pam,5
11563,Awesome! Good to be back. The place looks really good.,jim,10
11564,It's really good to see you.,pam,6
11565,"You, too.",jim,2
11566,"Where do I stand with Pam? Um... no idea. I mean, we're friends. Always have been friends. Um... .that is where we stand.",jim,23
11567,"Well, well, well. Look what the cat dragged in from Stamford.",dwight,11
11568,"Hey, Dwight.",jim,2
11569,Fact - I am older. I am wiser. Do not mess with me.,dwight,13
11570,Okay. Sounds good.,jim,3
11571,What are you doing?,dwight,4
11572,I don't know what you're talking about.,jim,7
11573,I have a smudge on my forehead?,dwight,7
11574,No. Looks good.,jim,3
11575,Why are you looking at my forehead?,dwight,7
11576,I'm not.,jim,2
11577,"Meet my eye line, Jim!",dwight,5
11578,I am.,jim,2
11579,Stop acting like an idiot!,dwight,5
11580,Okay.,jim,1
11582,Hey! How are you man? Good to see... you.,jim,9
11584,"Oh, I'm sorry. Are you sitting here now?",jim,8
11586,Oh.,jim,1
11588,"You know, man, it's really you're call.",jim,7
11590,[whispers] Let me get that for you.,jim,7
11592,This one taken? No. Good.,jim,5
11597,"Michael Scott. Thank you. I appreciate it, Mike.",andy,8
11598,Right.,michael,1
11599,Hello. I don't believe we've been introduced. Dwight Schrute. Assistant Regional Manager.,dwight,12
11600,Andy Bernard. Regional Director in Charge of Sales.,andy,8
11601,"So you'll be reporting to me, then.",dwight,7
11602,"Umm, on the contrary.",andy,4
11603,My title has 'Manager' in it.,dwight,6
11604,And I'm a director.,andy,4
11605,Oh.,dwight,1
11606,Which on a film set is the highest title there is. Do you know anything about film?,andy,17
11607,I know everything about film. I've seen over 240 of them.,dwight,11
11608,Congratulations.,andy,1
11609,"Hey, Toby!",jim,2
11611,"How are you, man?",jim,4
11613,I just wanted to say hi.,jim,6
11615,Oh. Is that like your new thing?,jim,7
11617,No. It's cool.,jim,3
11619,All right. Good to be back.,jim,6
11621,All right.,jim,2
11623,No problem.,jim,2
11625,[off camera] ...what?,jim,3
11628,[talking to himself] I present the orientation video.,michael,8
11629,We need to talk!,dwight,4
11630,Not now.,michael,2
11631,Which is higher? Assistant Regional Manager or Regional Director in Charge of Sales?,dwight,13
11632,I told you the titles are irrelevant. They just relate to pay scale.,michael,13
11633,Okay. So who gets paid more? Me or Andy?,dwight,9
11634,"It is not a matter of more or less. Your pay is just different. Okay? All right! Show time, part one.",michael,21
11635,Ok. Who reports to who?,dwight,5
11636,"I don't care! Dwight! You all report to me! That's all that matters! The rest of it just work out amongst yourselves, ok?",michael,23
11637,And then if I want...,dwight,5
11638,Work it out amongst your selves!,michael,6
11639,I...,dwight,1
11640,"Please! I have a company to run. Well, you let me run the company?",michael,14
11641,I...,dwight,1
11642,Will you?,michael,2
11643,One...,dwight,1
11644,Please?,michael,1
11646,Kelly!,jim,1
11648,Really?,jim,1
11650,Great. What's new with you?,jim,5
11652,"Okay. Everybody settled in? Good. Why don't we all proceed in to the conference room? Or, should I say, the banquet hall. For... drum roll, please [makes drum roll noises], the official Merger Day All-Family Welcome Breakfast. Come on in!",michael,40
11653,Yoko shack.,michael,2
11656,"Nope, no. Guests only.",michael,4
11658,"Nope. Um... for the guests it is. For you, consider it cow-meat. Strictly taboo.",michael,14
11660,"Well, then... consider it poisoned beef. No touchy.",michael,8
11662,"No, it's not beef... just... sit down, please. [talks to group] Welcome. Help yourself.",michael,14
11664,"Wrong. Toby, this is an orientation not a borientation.[talks to group] Okay. Do not worry. All of your questions are about to be answered. Cell phones and pagers off, please.",michael,30
11665,"Oh, this looks promising.",jim,4
11666,You won't be disappointed.,pam,4
11669,"Sittin' in my office with a plate of grilled bacon, call my man Dwight just to see what was shakin'.",michael,20
11670,"Yo Mike, our town is dope and pretty.",dwight,8
11671,So check out how we live,michael,6
11673,They call it Scranton.,michael,4
11674,What?,dwight,1
11675,The Electric City. Scranton.,michael,4
11676,What?,dwight,1
11677,The Electric City. Call poison control if you're bit by a spider.,michael,12
11678,But check that it's covered by your health care provider!,dwight,10
11679,It reminds me of the orientation video showed on my first day. 'The Scranton Witch Project'.,jim,16
11680,[in video] I am so scared... when people don't label their personal food.,michael,13
11682,"You like coal mines and you wanna see 'em, Well, check it out, yo, the Anthracite Museum! Plenty of space in the parking lot,",michael,24
11683,But the little cars go in the compact spot,dwight,9
11685,[on video in background] Spot. Scranton. What? The Electric City. Scranton.What? The Electric City. Scranton. What?,michael,16
11686,"Well, so far, I think it is killin'. I thought it would either be an 'A' or an 'A+' but I completely forgot that there's an 'A++'.",michael,27
11688,Terrible. Totally unconvincing.,jim,3
11690,"Not bad, but you are Italian so... try it more Italian.",jim,11
11692,You feel good?,jim,3
11694,All right.,jim,2
11696,"Hey, buddy. Anything new to report?",andy,6
11697,Do you mean to me? From you? Cause that's how it works.,dwight,12
11698,"Sure thing, buddy.",andy,3
11699,"Am I trying to get under his skin? Yes. Because the angrier he gets, the more marginalized he becomes. Meanwhile, Andy Bernard is out there layin' on the charm.",andy,29
11700,"Hey, Angela. Check this out. It's my new screen saver.",andy,10
11702,Do you like it?,andy,4
11704,Thank you. You have such a pretty smile by the way.,andy,11
11706,You're welcome.,andy,2
11707,Hey.,pam,1
11708,Hey!,jim,1
11709,What happened to grape soda?,pam,5
11710,Oh yeah. I'm trying to move away from that. Getting into more of a bottled water phase.,jim,17
11711,Oh. You've changed so much.,pam,5
11712,"Well, I'm evolving, Pam.",jim,4
11713,So when do I get to hear everything? Are you still getting unpacked or... you want to grab a coffee or something after work?,pam,24
11714,"Oh! Um... tonight, actually? No. I'm uh just still getting settled.",jim,11
11715,"Oh, yeah, no! You know. Whenever.",pam,6
11716,Okay.,jim,1
11717,Oh-kay. Sorry to interrupt. I...,michael,5
11718,Nope. You're not interrupting anything. Nope. I'm...,jim,7
11719,All right.,michael,2
11720,Don't...,jim,1
11721,Okay.,michael,1
11722,All right. [to Pam] I should probably get back to work. Get back to work.,jim,15
11723,"Yeah. I know, me too.",pam,5
11724,All right!,jim,2
11725,"The day's going fine. It's been a little chaotic but it's fine. It's great! A lot of distractions. But, it's good.",pam,21
11730,What is that? A squid's eye or...,michael,7
11732,How did you...,michael,3
11747,People hate people that are different from them. That's natural. But you know what makes people forget their differences?  A great show. That is why I created the 'Integration Celebration'. This is the moment when Scranton and Stamford come together as one. United in applause.,michael,46
11749,Do you have batteries?,dwight,4
11750,Ssshh stupid! Um...,michael,3
11751,[sings drum beat intro to 'What is Love?'],andy,8
11752,That's it!,michael,2
11753,[sings] What is love?,andy,4
11754,"Yes, yes! Okay!",michael,3
11755,"Baby, don't hurt me.",andy,4
11756,"Okay, here we go.",michael,4
11758,Oh!,michael,1
11759,"Baby, don't hurt me!",andy,4
11760,Oh! Oh! Oh!,michael,3
11761,Whoa-oh-oh-oh,andy,1
11762,Scuse me! Scuse me!,michael,4
11764,You me? You me? Me you? You! You! You me! Bow Bow Bow!,michael,13
11765,Whoa-oh-oh-oh.,andy,1
11766,"You me? You me? Me you me! You! You! You me you! You! Oh my nose so itchy, why's my nose so itchy!",michael,23
11767,"Oh, probably because of all the nose candy.",andy,8
11768,"[laughs hysterically] Okay, I told you these guys had a sense of humor.",michael,13
11769,"Very funny, Michael!",dwight,3
11770,Okay! Okay!,michael,2
11771,"Really funny, Michael!",dwight,3
11772,"All right, all right, I'm on a roll.",michael,8
11773,Why are the new people on the table? To show them that we are not above them.,michael,17
11775,Not today. No. Tony! Please join your cohorts on the table if you would.,michael,14
11777,I understand. We're all friends.,michael,5
11779,"Oh, well. Just use the momentum of your lower half to hoist yourself up.",michael,14
11781,You know what? I'll help. I will...,michael,7
11783,Don't be shy! Dwight! Let's do this!,michael,7
11784,Do this. Come on. Ready?,dwight,5
11785,Come on. We're doing this thing! Let's get up.,michael,9
11786,On three. One... two... three.,dwight,5
11787,"Bend at the knees. Okay, here we go. Here we go. I'm under this... I'm under this hock here. I don't know what I'm grabbing here.",michael,26
11789,We've almost got it. Push it! Push it!,michael,8
11791,I'm right in your crack!,michael,5
11793,Up and over.,michael,3
11795,Up and over.,michael,3
11797,You've got it.,michael,3
11799,"You've got it, you've got it.",michael,6
11801,Whoa Whoa Whoa! Okay.,michael,4
11802,"Hey, hey. Easy.",dwight,3
11803,Easy.,michael,1
11805,Don't...,michael,1
11807,What...,michael,1
11809,I don't understand.,michael,3
11811,"Well, we'll squeeze you in.",michael,5
11813,"You can't quit! On the first day. That's [deep voice] heresy, my friend! [regular voice] Okay, let's talk about this. What happened? I mean, what... Was it Toby? Did he say something? Cause he's... what?",michael,35
11815,My management style? So... didn't you think 'Lazy Scranton' was funny?,michael,11
11817,"Okay. Well, don't bother quitting because you're fired.",michael,8
11819,"You are fired! I'm sorry, but we don't have quitters on this team! Just clean out your desk!",michael,18
11821,"Don't try to apologize to me, man! It's too late. Just get out! Take your bad vibes with you.",michael,19
11822,That was my advice. Remember? I'm the one who suggested that you fire him.,dwight,14
11823,"Probably the best advice you ever gave me, Dwight.",michael,9
11824,And what advice has Andy given to you today that you have acted on? Would 'none' be an accurate estimate? None advice? [whispers] Fire Andy. Fire. Andy.,dwight,27
11825,Dwight may have won the battle. But I will win... the next battle.,andy,13
11828,"Whoa, Angela! Hold on. Hooters is a restaurant. With over 400 locations worldwide.",michael,13
11830,No. We do have to get along. Can't we all just get along? Or have we forgotten the words of the Reverend King.,michael,23
11831,"The word merger comes from the word marriage. And that was what today was supposed to be. The loving union between people. Instead, it has become like when my Mom moved in with Jeff. And once again, it becomes my job to fix it.",michael,44
11832,"Hey! Hey, everybody! Something happened! Those guys from Vance Refrigeration, they let the air out of our tires.",michael,18
11833,What!,dwight,1
11834,Yeah! They punk'd us! They punk'd us good! Come on. Come on!,michael,12
11836,Does he ever.,jim,3
11837,"Man, they got us so bad. We cannot let them get away with this. We have got to pull together as one and steal their refrigerators.",michael,26
11838,YEAH!,dwight,1
11839,Yeah.,michael,1
11841,"Go home, Toby. Just...",michael,4
11843,Why? I will tell you why. Because they saved the worst for me. They put a hate note under my windshield wiper. Check this out. It's so hateful. [reads note] 'You guys SUCK! You can never pull together as one and revenge us. That is why you SUCK!',michael,48
11845,"No. No, no, no. No.  You are falling for it. You're playing right into their hands. This is just what they want you to do. Don't, oh...",michael,28
11848,THIS IS EGREGIOUS! This is egregious!,michael,6
11857,"See that? Mission accomplished. Like a bunch of fourth graders. Sometimes, what brings the kids together is hating the lunch lady. Although that'll change. Because, by the end of the fourth grade, the lunch lady was actually the person I hung out with the most. [answers phone] Jell-o!",michael,48
11859,"Hi, Jan!",michael,2
11861,I did. Major personnel crises averted. Compliment accepted.,michael,8
11863,Yes.,michael,1
11865,But do you realize that that was actually Dwight's idea? Bad advice from my Number Two.,michael,16
11867,What?,michael,1
11869,"Yes, I know that. For, I do read the memos.",michael,10
11870,"So after a great deal of thought and introspective-shun, I have decided to make Jim my new Number Two.",michael,19
11871,If he even wants it. It doesn't come with a pay raise.,dwight,12
11872,"Yeah, it does, actually.",jim,4
11873,So who will be your new Number Three?,dwight,8
11874,Uh... that I have not decided yet.,michael,7
11875,"Michael, I would just like to say you have handled this entire situation with great aplomb.",andy,16
11876,"Thank you, Andy. That's... very kind. Thanks.",michael,7
11877,And I have to say your leadership...,dwight,7
11878,Shut it...,michael,2
11879,has brought...,dwight,2
11880,Shut it! That's... [whispers to camera] suck up!,michael,8
11881,"[talking on cellphone] Hey! Where you at, Filippelli?",jim,8
11883,[laughs] What's wrong? You didn't have a good first day?,jim,10
11885,Yeah. Sure. Sounds good. I... . [sees Pam in rearview mirror] Hey! You know what? Can I give you a call right back?,jim,23
11887,"Ok, thanks.",jim,2
11889,Hey.,jim,1
11890,Hey!,pam,1
11891,I thought you had already... left.,jim,6
11892,Uh... no. I just uh had some other stuff I had to do.,pam,13
11893,Oh... Good.,jim,2
11894,What's up?,pam,2
11895,"Oh, nothing. I just feel bad. I feel like things were a little weird today... or something.",jim,17
11896,What do you mean?,pam,4
11897,I just think I should tell you that... I've sort of started seeing someone. And uh...,jim,16
11898,Oh. That's totally cool. You can do whatever you want.,pam,10
11899,O..ok. Um..good.,jim,2
11900,We're friends. We'll always be friends.,pam,6
11901,Right.,jim,1
11902,It's good to have you back.,pam,6
11903,Yeah. Good to be back.,jim,5
11906,"Saw your dorkmobile in the parking lot. What does it get, like four miles to the gallon?",andy,17
11907,"Uh, try double that. Classic TransAm, vintage American muscle. Please.",dwight,10
11908,"Yeah, my Xterra's pretty sweet. Luxurious, yet rugged. Leave it to the Japanese.",andy,13
11909,Xterra's not even a real word.,dwight,6
11910,"Actually, it is. It's Latin for 'earth.'",andy,7
11911,"Oh, so you drive an X-Earth?",dwight,6
11912,Yeah.,andy,1
11913,That makes sense. I'd rather drive a classic TransAm than an XEarth.,dwight,12
11914,"Yeah, I bet you would. Oh, by the way, 1985 called. It wants its car back.",andy,16
11915,Well I hope 1985 has a time machine 'cause I drive an 87.,dwight,13
11916,"Oh, speaking of time machines, I just got back from the future and I went to your funeral and, guess what, nobody came.",andy,23
11917,"Speaking of funerals, why don't you go ahead and go die.",dwight,11
11918,"Oh, that was a really well constructed sentence. You should be an English professor at Cor-not University.",andy,17
11919,Idiot!,dwight,1
11920,"If I were an idiot, I'd be driving a TransAm.",andy,10
11921,"If you were driving a TransAm, you would be the smartest idiot in the whole world.",dwight,16
11922,[coughs word] Idiot!,andy,3
11923,[coughs sentence] You're the idiot!,dwight,5
11924,[coughs sentence] Nice comeback!,andy,4
11925,[coughs sentence] I was making fun of your comeback! That's why it worked. [talks normally to camera] Totally got the best of that interchange.,dwight,24
11926,"And this is, don't tell me, Martin... Ne... Ne...Nack.",michael,9
11927,Nash.,dwight,1
11928,Martin Nash. Okay.,michael,3
11929,"Male, age 37...",dwight,3
11930,Good.,michael,1
11931,"Mocha complexion. Supplier relations. Either caught a fish or was standing next to a man who caught a fish in Key West, Florida.",dwight,23
11932,What are you talking about?,michael,5
11933,[holds up piece of paper] It wasn't clear on the Google Image search.,dwight,13
11934,"All right, just...",michael,3
11935,"Hey, Kev. How you doing?",jim,5
11937,Okay.,jim,1
11939,"Smart. Good. [to Angela] Hey, Angela.",jim,6
11941,"Bye, Angela. All right, Kev.",jim,5
11943,See you later.,jim,3
11948,This is weird with you facing the other way.,pam,9
11949,"Yeah, I never even knew that part of the office existed. [Pam chuckles] Hey, who's that guy? [Jim points to Stanley]",jim,21
11950,That's Stanley Hudson.,pam,3
11951,Huh.,jim,1
11952,He's one of our salesmen.,pam,5
11953,Seems like a nice enough guy.,jim,6
11954,Oh very.,pam,2
11955,"What about, uh.. [points at Meredith]",jim,6
11956,"Hmm, that is... Janet Fenstermaker.",pam,5
11957,Really?,jim,1
11958,[Pam nods head] You should say hi. Use her full name.,pam,11
11959,"Thank you for all of this. This is so helpful. You know what? One last question. Um, who is that fine older gentleman in the corner? [points to Creed]",jim,29
11960,"Uh, that is Creed Bratton. He has four toes and he fought in the Civil war.",pam,16
11961,For the North.,jim,3
11962,For both sides. Whoever paid more.,pam,6
11963,Obviously.,jim,1
11964,Yeah.,pam,1
11966,Sorry. Man. [Pam hesitates and then leaves],jim,7
11976,"[approaching Kevin to shake hand] Hi, Andy Bernard.",andy,8
11978,Nice to meet you.,andy,4
11980,That is a penguin. You like it?,andy,7
11982,"Andy, or Andrew.",andy,3
11984,Smiles.,michael,1
11985,Yeah.,andy,1
11986,"Good, what's funny?",michael,3
11988,"Oh, nicknames, yay! Penguin power.",michael,5
11989,"Ha, that's why I wore this shirt.",andy,7
11990,Good.,michael,1
11991,"Hey, girls. What's happening? Startinng to blend? Well, before long, you guys keep hanging out, you guys you are gonna share the same menstrual cycle.",michael,25
11999,Hey Kevin.,andy,2
12001,Have you lost weight?,andy,4
12003,"I know, but you just give off the vide of a guy who's getting thinner.",andy,15
12005,You're welcome.,andy,2
12008,"I need somebody to pick a card. [Dwight raises hand] One of the new people, please? Tony? [Tony walks away]",michael,20
12009,[gets up] I'll do it.,andy,5
12010,"All right. Good. Thank you. [Andy picks a card] Do not look at your card. Now, I've always said that to be a great salesman is to have the ability to connect with people right here [puts hand over heart]. So to be a great salesman is to be a king of hearts. Turn over your card.",michael,57
12011,[turns over card] King of hearts.,andy,6
12012,[starts clapping] Very good Michael. Really good. [Michael shushes Dwight],dwight,10
12013,So I think in order for us all to work together well we must come together as a family and then we can all be [starts to fan out the rest of his cards facing the group showing kings of hearts] a king of hearts.,michael,45
