id	label	alpha	text
932	3	a	i know , it's unbelievable . 
933	4	a	it's nice having katy around . it's another person for michael to um , interact with . 
934	3	a	here is toby from human resources . katy , toby . 
935	3	a	toby , katy . 
936	3	a	toby's divorced . he uh , guh recently , right ? 
937	3	a	you and your wife , and you have kids . 
938	3	a	oh that so - that was really messy . he slept one night in your car too ? 
939	3	a	okay . alright . cool . see ya in a bit . oh , she's cute . cutie-pie . back to work . 
940	3	a	i live by one rule . no office romances . no way . very messy . inappropriate . no . but , i live by another rule: just do it . nike . 
941	2	a	cute , sure , yeah . 
942	2	a	she's not really my type . 
943	2	a	hmmm , i don't think so . nope . 
944	2	a	 moms , primarily . yep . soccer moms . single moms . nascar moms . any type of moms , really . 
945	2	a	too late , kev . 
946	4	a	we're not dating , we're engaged . 
947	2	a	pam and i are good buddies . i'm sort of pam's go-to guy for her problems . you know with stuff like work , or uh , her fiance roy . or uh . . . nope , those are pretty much her only two problems . 
948	2	a	she'd be perfect for you . 
949	1	a	hmmm . . . she's been talking to michael a lot . 
950	2	a	so , what ? you're assistant regional manager . 
951	1	a	assistant to the regional manager . 
952	2	a	well , you know what dwight ? he's your work boss , okay ? he is not your relationship boss . 
953	1	a	that's true . 
954	2	a	plus you have so much more to talk to this girl about , you're both um , salesmen . i mean that's something right there . 
955	1	a	true . plus i can talk to her about the origins of my last name . 
956	2	a	it's all gold . 
957	2	a	alright . here's the thing okay , you just keep talking to her . if you hit a stall you have a perfect fall back . 
958	1	a	what's that ? 
959	2	a	you buy a purse . 
960	1	a	i don't want a purse . purses are for girls . 
961	2	a	dwight , that's not necessarily true . do you read gq ? 
962	1	a	no . 
963	2	a	okay , i do . there like mini briefcases , alright ? lots of guys have them . 
964	1	a	like those ? 
965	2	a	yes . listen , you are spending way too much time talking to me , when you could be talking to her . 
966	1	a	okay , i'm just going to use the bathroom , and then i'm going . . . 
967	2	a	no . you don't need the bathroom . you've got it . go . 
968	2	a	okay , shhhh stop . . . stop whatever you're doing because this is going to be good . 
969	2	a	 hi my name's dwight schrute and i would like to buy a purse from you . good lord , look at these purses ! this is something special . oh my god is this salvatore di-chini-asta ? 
970	4	a	 oh definitely , definitely step in and out of it like that . 
971	2	a	yes , well i want to stress test it . you know , in case anything happens . 
972	4	a	oh ! 
973	2	a	oh ! that was really . this is necessary to do to really give it a good workout . this is the ooooh . . . this is the prettiest one of all . 
974	4	a	oh . . . 
975	2	a	i'm going to be the prettiest girl in the ball . oh , how much ? 
976	4	a	oh , god . it's sad . it's so sad . 
977	2	a	 here he comes , shhh . . . 
978	2	a	 good . 
979	2	a	he did pick a good one . 
980	4	a	you're horrible . 
981	4	a	yeah , what's that ? 
982	4	a	i'm engaged . so . . . 
983	4	a	i wished , right ? 
984	3	a	giggle-giggle , juji-juji , i get it , i get it . divine secrets of the ya ya sisterhood over here right ? so how's that uh , coffee from earlier ? 
985	3	a	ah , i knew it . guzzled it down . you greedy little thing . so , uh , pam is this your lunch break , or was that earlier when you were eating in the kitchen with those guys ? 
986	3	a	busted . 
987	3	a	oh hey , i want to show you something . come here i want to show you something . i know you are going to like this . picked it up today . a thousand big ones . 
988	3	a	yes . this is a starbucks digital barista . this is the mack daddy of espresso makers . 
989	3	a	oh , i know what you're thinking . you're not prying this out of my hands , but don't tempt me because i'll give it to you ! 
990	3	a	coffee is the great incentivizer in the office . it's a drug . it is quite literally a drug that speeds people up . it's not the only drug that speeds people up . you hear stories about dunder mifflin in the eighties before everybody knew how bad cocaine was . guh . man , did they move paper ! 
991	3	a	 oh the rotating um , steam wand . what ? what's the matter ? 
992	3	a	oh , oh ! god . i'm sorry . is there . . . ? 
993	3	a	where you going ? nearby ? because i can give you a ride . 
994	3	a	seriously . no , really . 
995	3	a	god ! no , no , no , no . no inconvenience . i mean i'm out of here at five sharp . 
996	3	a	i can go earlier . 'cause i'm the boss . you know , whatever . i'm out of here slaves . 
997	3	a	what ? 
998	3	a	okay . sounds good . sounds good . five o'clock sharp . i will give you and your purses a ride home . 
999	3	a	excellent . 
1000	3	a	great . cool . cool . yeah , okay . 
1001	3	a	i should have never let the temp touch this thing . i had all these great icons and now i have four folders . so . . 
1002	1	a	it's actually better this way . 
1003	3	a	no it's not . because i could just click on the icon and then i'm onto---
1004	1	a	michael could i ask you something ? i wanted to ask your permission to ask out katy . i know it's against the rules and everything . because . . . 
1005	3	a	no , no , no it's not against the rules . she's not a permanent employee so it's not . 
1006	1	a	thank you , michael . i appreciate this so much . 
1007	3	a	but i think you should just know that i am going to be giving her a ride home later . 
1008	1	a	what ? 
1009	3	a	she asked me for a ride and so i am going to give her a ride home . 
1010	1	a	is that all it is ? just a ride home ? like a taxicab ? 
1011	3	a	well , might be a ride home . might be a ride home and we stop for coffee and dot-dot-dot . . . 
1012	1	a	please . please , i am your inferior and i'm asking you this favor . can you promise me that it will just be a ride home ? 
1013	3	a	no . i cannot promise you that . 
1014	1	a	you cannot promise me , or you won't promise me ? 
1015	3	a	listen , dwight . 
1016	1	a	do you love her ? 
1017	3	a	 dwight , no . i don't know . it's too early to tell . i don't know how i feel . 
1018	3	a	espresso ? 
1019	3	a	you're welcome . thank you . hmmm-hmm-hmm . 
1020	3	a	ummm-hmmm . . . 
1021	3	a	very easy to clean . 
1022	3	a	okay . like he's going to win anyway , right ? 
1023	3	a	did we get any mail ? 
1024	4	a	yeah , i gave it to you . 
1025	3	a	yes you did . yes , you did . just checkin' . just checkin' , double checkin' , checkin' on the check . thoroughness is very important in an office and . . . 
1026	4	a	so , can i . . ? 
1027	3	a	yeah , yeah , of course . uh , pam , one more thing . um , how do girls your age feel about futons ? 
1028	2	a	a futon ? 
1029	2	a	he's a grown man
1030	4	a	that's what he said . 
1031	2	a	that's sad . or it's innovative . well , you know the futon is a bed and couch all rolled into one . 
1032	4	a	 hi . 
1033	4	a	roy . . . 
1034	4	a	cut it out . 
1035	4	a	stop it . 
1036	4	a	 cut it out . 
1037	4	a	stop . 
1038	4	a	 stop , i can't breathe . 
1039	4	a	jim is a great guy . he's like a brother to me . we're like best friends in the office and i really hope he finds someone . 
1040	1	a	hey , how's it going ? good . can i talk to you for a second ? in private ? 
1041	1	a	it will just take a second . 
1042	1	a	just for a minute . 
1043	1	a	please ? i wanted to talk to you in private because i wanted to ask you out on a date . 
1044	1	a	ok was that no to talking to me in private , or was that no to the date ? 
1045	3	a	ryan . 
1046	3	a	would you like to help me with a special project ? 
1047	3	a	alright . 
1048	3	a	 okay , just throw out all the empties . 
1049	3	a	um , yes . throw them away in the recycling bin . 
1050	3	a	no . 
1051	3	a	uh , what flavor ? 
1052	3	a	blue's not a flavor . 
1053	3	a	oh , blue blast . yes , put that in the trunk , and there should be an unopened arctic chill back there . i want that in the passengers cupholder . thank you . 
1054	2	a	hi . 
1055	2	a	i'm jim , by the way . 
1056	2	a	hi katy , nice to meet you . 
1057	2	a	i do . that's what i'm best known for . sitting out there . alright , let's talk about purses . 
1058	2	a	katy but you know what , don't try to sell me one . okay , seriously 'cause i'm just here to learn . 
1059	2	a	okay , so i know about most of these , but you know you can . . . 
1060	3	a	what , stop ! whoa ! that's my drakkar noir . 
1061	3	a	no , it is a perfect smell-alike . i'm not paying for the label . right here . give it . 
1062	3	a	not it's not , there's some in the straw . there , now you may throw it out . 
1063	3	a	that's over several months , ryan . 
1064	2	a	what's up ? 
1065	4	a	i'm bored . 
1066	2	a	thank you for choosing me . 
1067	4	a	no , i'm kidding . um , so you got big plans this weekend ? 
1068	2	a	ah , well i think i'm gonna see katy . 
1069	4	a	really ? 
1070	2	a	yeah . 
1071	4	a	what are you guys going to do ? 
1072	2	a	oh , man i don't know . uh , dinner , drinks , movie , matching tattoos . 
1073	4	a	that's great . 
1074	2	a	and stuff . . . yeah . 
1075	4	a	that's cool . 
1076	2	a	what are you doing ? 
1077	4	a	i , i was gonna say , i think that um , we're gonna help roy's cousin move . 
1078	2	a	okay . 
1079	4	a	cause roy's got a truck . 
1080	2	a	that's cool . 
1081	4	a	uh , huh . yes . 
1082	2	a	that is cool . well , i'll see you monday though , right ? 
1083	4	a	great . 
1084	2	a	okay . 
1085	4	a	okay , i'm gonna head back . 
1086	2	a	alright . 
1087	3	a	sure you don't want me to help you with that ? cause i can grab that no problem . 
1088	3	a	see you later . goodnight . goodnight , jim . 
1089	2	a	goodnight , michael . 
1090	3	a	where you going ? 
1091	2	a	i don't know . grab a drink , i think ? 
1092	3	a	with us ? 
1093	3	a	okay . great . off the hook . excellent . okay , cool . 
1094	2	a	i got this . 
1095	3	a	alright , have fun . 
1096	2	a	i got it . 
1097	3	a	don't drink and drive . 
1098	3	a	take it easy . 
1099	2	a	have a good night . 
1100	3	a	you too , have a good night . 
1101	2	a	oh , yeah . you sold a lot , so it's lighter . 
1102	2	a	alright now , i'm gonna warn you . don't freak out , okay ? 
1103	2	a	this is a really nice car . in case you haven't noticed , this is a corolla . okay . 
1104	2	a	you're not going to freak out ? 
1105	2	a	so , you ready for the . . . the dundies ? 
1106	4	a	ugh . . . 
1107	4	a	you know what they say about a car wreck , where it's so awful you can't look away ? the dundies are like a car wreck that you want to look away , but you have to stare at it because your boss is making you . 
1108	3	a	 hey hey hey ! it's fat halpert . 
1109	2	a	what ? 
1110	3	a	 fat halpert . jim halpert . 
1111	3	a	so why don't i take you on a tour of past dundie winners . we got fat jim halpert here . jim , why don't you show of your dundies to the camera ? 
1112	2	a	oh , i can't because i keep them hidden . i don't want to look at them and get cocky . 
1113	3	a	oh , that's a good idea . 
1114	1	a	mine are at home in a display case above my bed . 
1115	3	a	gyaaah . t . m . i . t . m . i my friends . 
1116	3	a	t . m . i . ? too much information . ah , it's just easier to say t . m . i . i used to say 'don't go there' but that's . . . lame . 
1117	3	a	and here we have stanley the manly . now stanley is a dundie all-star , aren't you stan ? why don't you , ah , show them some of your bling . 
1118	3	a	oh , no you di-int . 
1119	3	a	w-why did you . . . 
1120	3	a	yes we should . i . . . you know what ? i wanted one of those skillets of cheese , but when i got off stage , someone had eaten all of them . 
1121	3	a	 to oscar martinez it's the 'show me the money' award ! yeah ! 
1122	4	a	michael has taped
1123	3	a	 he has the award-ah ! . . . it's a type of song that we are going to play for the ladies . hit it , dwight ! 
1124	3	a	 a little bit of paaam , all night long , a little bit of angela on the thing . . . 
1125	3	a	 . . . a little bit of phyllis everywhere . . . 
1126	4	a	oh , yeah , this is the part where kevin sat in front of the camcorder all night . it's great . 
1127	3	a	 . . . a little bit of roooy eating chicken crispers . . . . . . a little bit of jim with some ribs , a little bit of . . . 
1128	4	a	 it wasn't . i swear . 
1129	1	a	so , what's the joke ? you're not perfect either . 
1130	4	a	we're not laughing at you , dwight . 
1131	1	a	so who are we laughing at ? 
1132	4	a	um , just something somebody wrote . 
1133	1	a	who ? dave barry ? 
1134	1	a	what is it ? who wrote it ? 
1135	4	a	um , it's kind of private . 
1136	1	a	that is defacement of company property . so you better tell me . kelly , if you tell me , you'll be punished less . 
1137	4	a	okay , now i'm laughing at you . 
1138	3	a	 will her highness , jan levinson-gould , be descending from her corporate throne this evening to visit us lowly serfs here at dunder mifflin scranton ? 
1139	3	a	well , you could take the bus . you could work on the way here . sleep on the way home . 
1140	3	a	wuh . . . come on , jan . this is important . i mean , this is , this is , validation to my employees here that you and corporate approve of this . so . . . 
1141	3	a	um . . . 
1142	3	a	 could you . . . ? 
1143	3	a	yeah , i'm here , i just wanted to , uh , talk to you for a second about that . 
1144	3	a	um , what , ah , what is , i mean . . . 
1145	3	a	 . . . come on , jan ! 
1146	3	a	you're dropping an a-bomb on me here . 
1147	3	a	well , yeah , i mean , what is . . . 
1148	3	a	no reason ? ! it was the 05 05 05 party . . . 
1149	3	a	 . . . it happens once every billion years . 
1150	3	a	okay , no , that was a fun raiser . i think i made that very clear in the fliers , fun , f-u-n . 
1151	3	a	well , i think a lot of people were very affected by the footage . 
1152	1	a	no , no , no , no . . . 
1153	1	a	 . . . no , no , no , no , it's not what you think . 
1154	1	a	no , why were you in there ? ! 
1155	1	a	what were you doing in there ? 
1156	1	a	i am not . 
1157	3	a	 the dundie award for 'longest engagement' goes to pam beesley . 
1158	3	a	pam , everybody ! 
1159	3	a	whoooo ! when is that girl gonna get married ? that's what i have to say . ah , roy's accepting . 
1160	3	a	 thank you roy . are there any words you'd like to say , on pam's behalf ? 
1161	3	a	 yeah , oh , hope not ! oh god ! 
1162	3	a	i'm not changing that , it's the best one . 
1163	2	a	no , it's hilarious , you're right . i just think , um , 'world's longest engagement' , um , we're all expecting it , you know ? 
1164	3	a	that's why it's funny . every year that roy and pam don't get married , it gets funnier . 
1165	2	a	well i think if you use the same jokes it just comes across as lazy . 
1166	3	a	oh , lazy . uh huh . 
1167	4	a	you're taking away our bathroom ? 
1168	1	a	we are going to have two men's rooms . 
1169	1	a	be prepared to hold folks from 9 am to . . . 
1170	4	a	michael . . . 
1171	3	a	yes . 
1172	4	a	 . . . dwight is banning us from our bathroom . 
1173	3	a	okay , well , that's just ridiculous , so just don't , i-i don't have time for this right now . 
1174	1	a	nnnnno , there needs to be repercussions . . . 
1175	3	a	just don't , don't talk-
1176	1	a	 . . . for people's behavior . 
1177	3	a	don't talk-
1178	1	a	and it's-
1179	3	a	just stap it yap it ! ! ! ! 
1180	1	a	 yes ! 
1181	3	a	yeah , not bad , right ? so let's make this the best dundies ever . 
1182	1	a	 best dundies ever . 
1183	1	a	welcome to the eighth annual dundies awards . 
1184	1	a	before we get started , a few announcements . keep your acceptance speeches short , i have wrap it up music , and i'm not afraid to use it . devon ! 
1185	3	a	the dundies , how can i explain it ? awards you like to hate it . i'm psyched you all made it . you never had to work so hard and feel that no one notices you . you're just a name and number and no one even says hello . ' card ! 
1186	3	a	you down with the dundies ? you down with the dundie-'
1187	1	a	the waitress tripped on the cord . 
1188	3	a	alright , alright , joke landed . so we are here , thank you all for coming to the 2005 dundie awards . i am your host , michael scott . and i just want to tell you please , please , do not drink and drive . because you may hit a bump and spill the drink ! 
1189	3	a	nope , actually this year , ah , no group tab , we're going to be doing separate checks . 
1190	3	a	i did . and why didn't ya stanley ? 
1191	3	a	well , i'm looking forward to meeting terri . 
1192	3	a	 shut it . um , good . speaking of relationships , of all , all way shapes and forms . um , i was out on a very , very hot date with a girl from hr , dwight . 
1193	1	a	really ? we don't have any girls from hr . 
1194	3	a	no , that . . . for the sake of the story . and things were getting hot and heavy . 
1195	1	a	yeah ? 
1196	3	a	and i was about to take her bra off . . . 
1197	1	a	yeah ! 
1198	3	a	 . . . when she made me fill out six hours of paperwork-
1199	1	a	like an aids test ? 
1200	3	a	no ! god . 
1201	3	a	 alright , so let's get this party staaaarrrrted . 
1202	4	a	um . . . 
1203	3	a	um , guys , where you going ? pam , show's just getting started . 
1204	4	a	sorry . 
1205	2	a	yeah , gotta eat somewhere . 
1206	3	a	and now . . . to someone who quietly goes about their job , but always seems to land the biggest accounts . . . 
1207	3	a	 . . . the 'busiest beaver' award goes to phyllis lapin . 
1208	3	a	yeah , way to go phyllis . nice work , per usual . 
1209	3	a	what ? i told them busiest . . . idiots . 
1210	3	a	well , we'll fix it up . you don't have to display that . 
1211	4	a	 . . . because that's what happens every time ! 
1212	4	a	no . 
1213	4	a	 no , i don't want to go , i don't want to . 
1214	4	a	if you would have asked me that , then you would know . 
1215	3	a	 herro everybodeeee . i'm gonna cwall jan revinson-gould . 
1216	2	a	hey ! how are ya ? i thought you left ? 
1217	4	a	oh no , i just , i decided to stay . 
1218	2	a	oh ! 
1219	4	a	i'll just get a ride home from angela . 
1220	2	a	oh . 
1221	4	a	oh good , i'm just in time for ping . 
1222	2	a	yeah . 
1223	3	a	 oh , dat wir be fwar . ah , me so horny . 
1224	3	a	right ? you know wat i'm talking 'bout . 
1225	4	a	 can i get a drink ? 
1226	3	a	this next award goes to somebody , who really , lights up the office . 
1227	3	a	somebody , who i think a lot of us , cannot keep , from checking out . the 'hottest in the office' award goes to . . . . . . ryan the temp ! 
1228	3	a	yeah . 'hidy ho , you sexy thang . you sexy thang you . ' here you go . 
1229	3	a	and the 'tight ass' award goes to angela . not only because she is everybody's favorite stickler , but because she has , a great caboose . so . . . come on down . 
1230	2	a	 i think those might be empty . 
1231	4	a	no , no . 'cause the ice melts and then it's like second drink ! 
1232	2	a	second drink ? 
1233	3	a	the 'spicy curry' award goes to our very own kelly kapoor ! get on up here . here you go . 
1234	3	a	um , not everything means something , it's just a joke . 
1235	3	a	i don't know , it's just . . . 
1236	3	a	i know . it's ju- they didn't have any more businessmen . so . . . 
1237	3	a	just sit down kelly . 
1238	3	a	 'you have won a tiny dundie . '
1239	3	a	hey , thanks guys . hey , where you guys from ? 
1240	3	a	oh , alright , yeah . 
1241	3	a	uh , you know what guys , we're just having a little office party , so if you want , uh . . . 
1242	3	a	 hey , you know , cool it guys , really-
1243	3	a	let's cut it . 
1244	3	a	there you go . 
1245	4	a	yay kevin . whoo hoo for kevin ! for stinking up the bathroom . 
1246	2	a	 yeah , alright kev . 
1247	4	a	woo ! hey , i haven't gotten one yet ! 
1248	2	a	yes , i have not gotten one either . so , keep going . 
1249	4	a	more dundies ! 
1250	3	a	 alright , alright , alright , okay . alright , we'll keep rolling . okay , this is the fine work award . this goes to stanley , for all the fine work he did this year . 
1251	4	a	fine work ! fine work stanley ! 
1252	3	a	you know you did . 
1253	4	a	here here ! speech , speech , speech , speech 
1254	3	a	and this next award is going out to our own little pam beesley . . . 
1255	3	a	 . . . i think we all know what award pam is going to be getting this year . 
1256	3	a	it is the 'whitest sneakers' award ! because she always has the whitest tennis shoes on ! 
1257	3	a	get on down here ! pam beesley ladies and gentlemen ! oh , here we go . 
1258	4	a	i have so many people to thank for this award . 
1259	4	a	okay , first off , my keds . because i couldn't have done it without them . thank you . let's give michael a round of applause for mc-ing tonight because this is a lot harder than it looks . and also because of dwight too . 
1260	4	a	um , so , finally , i want to thank god . because god gave me this dundie . 
1261	4	a	and , i feel god in this chili's tonight . whoooooooo ! ! ! ! 
1262	3	a	pam beesley ladies and gentleman . oh ! thank you . 
1263	2	a	what a great year for the dundies . 
1264	2	a	we got to see ping . and we learned of michael's true feelings for ryan . which was touching . and , we heard michael change the lyrics to a number of classic songs . which for me , has ruined them for life . 
1265	2	a	what ? 
1266	4	a	nothing . 
1267	2	a	okay . 
1268	4	a	what ? 
1269	2	a	i don't know , what ? 
1270	2	a	oh my god ! you are so drunk ! 
1271	2	a	did you get that ? please tell me you got that . this is all going to be on . 
1272	1	a	quick , quick , the woman is having a seizure . grab her tongue , grab her tongue ! it's okay , i'm a sheriff's deputy . 
1273	2	a	he's a volunteer . 
1274	1	a	don't get into that now . we need something to cushion her head . throw pillow ? a cush-
1275	2	a	dwight come on , come-
1276	1	a	it's okay , i'm going to use my shirt . 
1277	4	a	dwight , get off me ! 
1278	1	a	 ahh ! i can't-
1279	3	a	was this year's dundies a success ? well , let's see , i made pam laugh so hard , that she fell out of her chair , and she almost broke her neck . so i killed , almost . 
1280	4	a	oh my god ! 
1281	2	a	whoa . 
1282	4	a	i just want to say , that this was the best , dundies , ever ! whooooooooo ! ! ! 
1283	2	a	whoa . 
1284	2	a	whoa , careful , careful . 
1285	3	a	great work tonight . 
1286	1	a	watch your step . 
1287	3	a	excellent . 
1288	1	a	thanks , i had to , uh , check her pupils to make sure there wasn't a concussion . 
1289	3	a	yes , that too , but i mean with the audio . great work . 
1290	4	a	i feel bad about what i wrote on the bathroom wall . 
1291	2	a	no you don't . 
1292	2	a	oh , here she is . careful , careful , whoa . alright , easy . almost there . 
1293	4	a	hey , um , can i ask you a question ? 
1294	2	a	shoot . 
1295	4	a	um , i just wanted to say thanks . 
1296	2	a	not really a question . okay , let's get you home , you're drunk . 
1297	2	a	alright . 
1298	4	a	bye . 
1299	2	a	goodnight , have a good night . thank you angela . 
1300	2	a	the weird part about this whole deal this that michael truly believes that these awards are inspiring and motivational . i mean , he puts more effort and time and commitment into the dundies than anything else he does all year . which is probably why this branch will be downsized . 
1301	1	a	angela , it's simple . just tell me what the bathroom wall says . 
1302	1	a	i'm not asking what you do in there . i just want to know what's written about michael . 
1303	1	a	okay , i'll talk . you nod if i get it right . does it have to do with his butt or his wiener ? 
1304	3	a	well , what should i do , guys ? seriously , do you want me to just cancel the dundies ? 
1305	3	a	ping ? everybody loves ping . he's my most popular character . 
1306	3	a	really ? well , he is based on the chinese delivery guy that i have , who talks exactly like that , so , i think you should take it up with him instead of me . 
1307	3	a	 well , neither of you are chinese , so what . . . why do you care ? 
1308	3	a	 you down with the dundies ? 
1309	1	a	yeah , you know me . 
1310	3	a	 you down with the dundies ? 
1311	1	a	the dundies ! 
1312	3	a	 you down with the dundies ? you're all my homies
1313	1	a	you know me . 
1314	3	a	 you down with the dundies ? 
1315	1	a	yeah , you know me . 
1316	3	a	 yeah , all the homies
1317	3	a	i have listened to that song so many times and i still don't know what opp stands for . other people's . . . something . i . . . 
1318	3	a	 hey , what's up ? 
1319	2	a	hey . 
1320	3	a	any emails today ? 
1321	2	a	um . . . i don't think so . 
1322	3	a	no ? um . . . check your spam folder . 
1323	2	a	oh ! there it is ! 
1324	3	a	what ? 
1325	2	a	um . . . 'fifty signs your priest might be michael jackson . '
1326	2	a	well done . 
1327	3	a	kay . 
1328	2	a	topical . 
1329	3	a	i am king of forwards . it's how i like to do business , everybody joking around . we're like 'friends' . i am chandler and joey and , uh , pam is rachel . and dwight is kramer . 
1330	1	a	so the monkey does the sex thing right here ! 
1331	3	a	that's funny ! that's funny . not offensive . uh . . . because it's nature . educational . 
1332	1	a	do you want the link because then you could forward it around ? 
1333	3	a	um , i . . . 
1334	1	a	consider it ? 
1335	3	a	yeah . . . maybe . maybe . well , we'll see . because i . . . i don't know if it's . . . whup ! come on ! hey ! 
1336	3	a	kay ! oh , you are so bad ! yeah ! 
1337	3	a	oh , boom ! bam ! oh , this guy is out of control ! he is a madman ! better get the bleep button ready for him . 
1338	3	a	uh oh . 
1339	3	a	uh oh ! oh-ho-ho-ho-ho-o ! 
1340	3	a	oh-whoa-oh ! oh ! okay . grade 'a' gossip for you , right now . randall , cfo , resigned . nobody knows why . 
1341	3	a	really ? here we go ! buckle up . it's going to be a bumpy one ! 
1342	3	a	oh , yeah . 
1343	3	a	well , to be fair . . . blondes , brunettes , you know , there's a lot of dumb people out there . 
1344	3	a	oh ! wow ! i didn't say it ! i didn't say it ! 
1345	3	a	oh , wow ! what did i tell you about the bleep button . 
1346	2	a	hey , um . . . what has two thumbs and hates todd packer ? this guy ! 
1347	3	a	oh . bad boy . um . . . ryan ? 
1348	3	a	ah ! man . that todd packer can do anything . 
1349	2	a	except pass that breathalyzer . 
1350	2	a	i'm really excited to meet your mom . 
1351	4	a	you are ? 
1352	4	a	my mom is coming in to visit . and she lives like two hours away . and she doesn't have a cell phone . . . which is cool cause it's kind of adding some suspense to my day . and i keep looking over at the door hoping she'll walk in . 
1353	4	a	i've decided to show her around . she really wants to meet everybody . 
1354	2	a	oh yeah ? 
1355	4	a	mmhmm . 
1356	2	a	good . cause i have a lot of questions . 
1357	4	a	oh really ? 
1358	2	a	yeah . as a child , did pam show any traits that would hint towards her future career as a receptionist ? 
1359	3	a	hey , send me that link to the monkey sex video . i'm going to forward it like it's hot . 
1360	1	a	yes ! 
1361	3	a	forward it like it's hot . forward it like it's hot . 'old school' . 
1362	3	a	yes , toby ? 
1363	3	a	um . . . literally two seconds ? 
1364	3	a	toby is in hr which technically means he works for corporate . so he's really not a part of our family . also he's divorced so he's really not a part of his family . 
1365	3	a	no , no , toby . no . 
1366	3	a	it is a big deal . it's a big deal ! what are we supposed to do ? scrutinize every little thing we say and do all day ? i mean , come on ! 
1367	3	a	what ? 
1368	3	a	no ! 
1369	3	a	what ? he ! no ! okay , what is a lawyer going to come in and tell us ? to not send out hilarious emails or not tell jokes ? 
1370	3	a	there is no such thing as an appropriate joke . that's why it's a joke . 
1371	3	a	everyone ! hello ! everyone . hi ! sorry to interrupt . i know you're all busy and the last thing you want is for a major interruption . but toby has an announcement that he insists on making right now in the middle of the day . so , take it away . 
1372	3	a	i wish you luck , toby . i really do . but you are going to have a mutiny on your hands and i just can't wait to see how you handle it . 
1373	3	a	a guy goes to a five dollar . . . lady of the night and he gets crabs . so , the next day he goes back to complain . and the woman says 'hey . it was only five dollars . what did you expect ? lobster ? ' this is what's at stake . 
1374	3	a	um , yeah , no , well . . . i mean better . better than that . the type of stuff you guys tell all day . 
1375	3	a	alright , alright . well , yeah , but , you know . . . a joke but not necessarily at my expense . 
1376	3	a	oooh , okay . that was still about me . 
1377	3	a	what ? 
1378	3	a	i don't feel bad . 
1379	3	a	no , i don't . 
1380	3	a	okay . 
1381	3	a	well , not exactly what i was looking for but thanks guys . 
1382	3	a	thank you . 
1383	4	a	um . . . i just wanted to say that . . . just , my mom's coming in today . 
1384	4	a	thanks , kevin . 
1385	4	a	usually the day we talk about sexual harassment is the day that everyone harasses me as a joke . 
1386	4	a	she's coming in today and maybe just don't joke around about that stuff in front of her . 
1387	4	a	thank you . 
1388	3	a	hi , is it over ? 
1389	3	a	no . 
1390	3	a	i know , i know . it's good . it is not over . it is not over til it's over . 
1391	3	a	did he tell you everything ? obviously , he didn't because you all still look relatively happy . albeit bored . do you realize what we're losing ? seriously ? 
1392	3	a	exactly ! mmwwah ! can we afford to lose email forwards ? do we want that ? 
1393	3	a	give me a break . umm . . . stanley , how about that hot picture you have by your desk ? centerfold in the catholic schoolgirl's outfit ? i mean , it is hot , it is sexy , and it turns him on . and i will admit , best part of my morning is staring at it . but what ? are we just going to take it away ? 
1394	3	a	i think the old honor system was just fine . for example , i have never slept with an employee . and , believe me , i could have . 
1395	1	a	yeah , meredith . 
1396	3	a	no ! no ! catherine . remember her ? remember how hot she was ? 
1397	1	a	yes . 
1398	3	a	she would have definitely slept with me . 
1399	3	a	yes , she was . dammit , kevin ! 
1400	2	a	i'm in an office relationship . it's special . um . . . she's nice . she's shy . she's actually here . you want to meet her ? hold on one second . oh , my god ! put on a shirt ! put on a . . . . i told you that you'd be on camera . i'm sorry , she's european . no , i told you that you'd be on camera . stop it . 
1401	3	a	what if pam was a lesbian ? what if she brought her 'partner' in to work ? would that be crossing the line ? 
1402	3	a	what if they made out ? in front of everybody ? 
1403	3	a	at home ? and i told everybody everything about it . 
1404	3	a	okay . well , then let's act it out . pam , you will be girl a and girl b will be . . . okay ! we'll use the doll . pam . pam ? 
1405	2	a	no , thanks . i'm good . 
1406	3	a	that's what she said . pam ? 
1407	4	a	uh . . . my mother's coming . 
1408	3	a	that's what she sai nope , but . . . okay . well , suit yourself . 
1409	1	a	hey , toby . 
1410	1	a	you said that we could come to you if we had any questions . 
1411	1	a	where is the clitoris ? on a website , it said at the crest of the labia . what does that mean ? what does the female vagina look like ? 
1412	1	a	good . good . and . . . 
1413	1	a	okay . 
1414	3	a	whoa , whoa , whoa , whoa . . . okay ! hypocrite ! she is a hypocrite . that is such a scam ! okay . 
1415	3	a	okay , you are never going to believe this . the girl in the video we're watching that corporate gave us . . . darryl banged her ! aaand is about 90% sure . 
1416	4	a	i don't have any dui's so i can drive myself , but thanks . 
1417	3	a	so you are the lawyer , mr . o'malley ? i know a lot of lawyer jokes . 
1418	3	a	well , it's probably because you don't get 'em . 
1419	3	a	when i said before that i was king of forwards , you got to understand that i don't come up with this stuff . i just forward it along . you wouldn't arrest a guy who's just delivering drugs from one guy to another . 
1420	3	a	the problem is that i am the boss and apparently i can't say anything . 
1421	3	a	where's the line ? where's the line , jan . 
1422	3	a	no , i've seen the video . 
1423	3	a	no , i didn't . huh , what ? 
1424	2	a	does that include 'that's what she said' ? 
1425	3	a	mmmhmm . yes . 
1426	2	a	wow ! that is really hard . you really think you can go all day long ? well , you always left me satisfied and smiling , so . . . 
1427	3	a	that's what she said ! 
1428	3	a	 come on . 
